TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Dose-wise Summary,Dose 1,Dose,Dose 1,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Dose Level (mg),5,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Mean,0.08,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Mean,0,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Selection Probability (%),0,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Standard Deviation,0.627,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,Standard Deviation,0,20260806T005352_0c298c,,
Dose-wise Summary,Dose 1,True Probability of Toxicity,0.118974,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Dose,Dose 10,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Dose Level (mg),14,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Mean,6.36,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Mean,1.38,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Selection Probability (%),58,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Standard Deviation,5.813,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,Standard Deviation,1.58,20260806T005352_0c298c,,
Dose-wise Summary,Dose 10,True Probability of Toxicity,0.217635,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Dose,Dose 2,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Dose Level (mg),6,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Mean,0.2,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Mean,0.04,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Selection Probability (%),0,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Standard Deviation,1.281,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,Standard Deviation,0.314,20260806T005352_0c298c,,
Dose-wise Summary,Dose 2,True Probability of Toxicity,0.130754,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Dose,Dose 3,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Dose Level (mg),7,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Mean,0.24,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Mean,0.04,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Selection Probability (%),0,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Standard Deviation,0.862,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,Standard Deviation,0.196,20260806T005352_0c298c,,
Dose-wise Summary,Dose 3,True Probability of Toxicity,0.142364,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Dose,Dose 4,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Dose Level (mg),8,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Mean,1.08,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Mean,0.12,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Selection Probability (%),1,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Standard Deviation,2.199,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,Standard Deviation,0.354,20260806T005352_0c298c,,
Dose-wise Summary,Dose 4,True Probability of Toxicity,0.153781,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Dose,Dose 5,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Dose Level (mg),9,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Mean,4.04,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Mean,0.58,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Selection Probability (%),4,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Standard Deviation,2.856,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,Standard Deviation,0.971,20260806T005352_0c298c,,
Dose-wise Summary,Dose 5,True Probability of Toxicity,0.164988,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Dose,Dose 6,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Dose Level (mg),10,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Mean,4.62,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Mean,0.74,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Selection Probability (%),7,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Standard Deviation,3.674,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,Standard Deviation,1.205,20260806T005352_0c298c,,
Dose-wise Summary,Dose 6,True Probability of Toxicity,0.175974,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Dose,Dose 7,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Dose Level (mg),11,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Mean,4.62,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Mean,0.9,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Selection Probability (%),14,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Standard Deviation,4.057,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,Standard Deviation,1.367,20260806T005352_0c298c,,
Dose-wise Summary,Dose 7,True Probability of Toxicity,0.186734,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Dose,Dose 8,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Dose Level (mg),12,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Mean,3.58,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Mean,0.71,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Selection Probability (%),8,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Standard Deviation,3.386,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,Standard Deviation,1.169,20260806T005352_0c298c,,
Dose-wise Summary,Dose 8,True Probability of Toxicity,0.197265,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Dose,Dose 9,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Dose Level (mg),13,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Mean,3.22,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Mean,0.66,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Selection Probability (%),8,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Standard Deviation,3.357,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,Standard Deviation,1.151,20260806T005352_0c298c,,
Dose-wise Summary,Dose 9,True Probability of Toxicity,0.207565,20260806T005352_0c298c,,
MTD Summary,14,Mean,0.226,20260806T005352_0c298c,,
MTD Summary,14,Mean,0,20260806T005352_0c298c,,
MTD Summary,14,Mean Squared Error,0,20260806T005352_0c298c,,
MTD Summary,14,Probability of No Selection (%),0,20260806T005352_0c298c,,
MTD Summary,14,Probability of Selected Dose Over MTD (%),0,20260806T005352_0c298c,,
MTD Summary,14,Probability of Selecting MTD (%),58,20260806T005352_0c298c,,
MTD Summary,14,Standard Deviation,0.214,20260806T005352_0c298c,,
MTD Summary,14,Standard Deviation,0,20260806T005352_0c298c,,
MTD Summary,14,True MTD,14,20260806T005352_0c298c,,
Plan #1,Dose Unit,Parameter,Dose Unit,20260806T005352_0c298c,,
Plan #1,Dose Unit,Value,mg,20260806T005352_0c298c,,
Plan #1,Phase,Parameter,Phase,20260806T005352_0c298c,,
Plan #1,Phase,Value,1,20260806T005352_0c298c,,
Plan #1,Study Objective,Parameter,Study Objective,20260806T005352_0c298c,,
Plan #1,Study Objective,Value,Dose Escalation,20260806T005352_0c298c,,
Plan #1,Target Population,Parameter,Target Population,20260806T005352_0c298c,,
Plan #1,Target Population,Value,Adult,20260806T005352_0c298c,,
Plan #2,Endpoint Name,Parameter,Endpoint Name,20260806T005352_0c298c,,
Plan #2,Endpoint Name,Value,EP1,20260806T005352_0c298c,,
Plan #2,Endpoint Type,Parameter,Endpoint Type,20260806T005352_0c298c,,
Plan #2,Endpoint Type,Value,Binary,20260806T005352_0c298c,,
Plan #3,Dose 1,Parameter,Dose 1,20260806T005352_0c298c,,
Plan #3,Dose 1,Value,5,20260806T005352_0c298c,,
Plan #3,Dose 10,Parameter,Dose 10,20260806T005352_0c298c,,
Plan #3,Dose 10,Value,14,20260806T005352_0c298c,,
Plan #3,Dose 2,Parameter,Dose 2,20260806T005352_0c298c,,
Plan #3,Dose 2,Value,6,20260806T005352_0c298c,,
Plan #3,Dose 3,Parameter,Dose 3,20260806T005352_0c298c,,
Plan #3,Dose 3,Value,7,20260806T005352_0c298c,,
Plan #3,Dose 4,Parameter,Dose 4,20260806T005352_0c298c,,
Plan #3,Dose 4,Value,8,20260806T005352_0c298c,,
Plan #3,Dose 5,Parameter,Dose 5,20260806T005352_0c298c,,
Plan #3,Dose 5,Value,9,20260806T005352_0c298c,,
Plan #3,Dose 6,Parameter,Dose 6,20260806T005352_0c298c,,
Plan #3,Dose 6,Value,10,20260806T005352_0c298c,,
Plan #3,Dose 7,Parameter,Dose 7,20260806T005352_0c298c,,
Plan #3,Dose 7,Value,11,20260806T005352_0c298c,,
Plan #3,Dose 8,Parameter,Dose 8,20260806T005352_0c298c,,
Plan #3,Dose 8,Value,12,20260806T005352_0c298c,,
Plan #3,Dose 9,Parameter,Dose 9,20260806T005352_0c298c,,
Plan #3,Dose 9,Value,13,20260806T005352_0c298c,,
Simulation Summary #1,Cohort Size,Parameter,Cohort Size,20260806T005352_0c298c,,
Simulation Summary #1,Cohort Size,Value,2,20260806T005352_0c298c,,
Simulation Summary #1,Maximum Sample Size,Parameter,Maximum Sample Size,20260806T005352_0c298c,,
Simulation Summary #1,Maximum Sample Size,Value,29,20260806T005352_0c298c,,
Simulation Summary #1,Target Probability of Toxicity (PT),Parameter,Target Probability of Toxicity (PT),20260806T005352_0c298c,,
Simulation Summary #1,Target Probability of Toxicity (PT),Value,0.33,20260806T005352_0c298c,,
Simulation Summary #1,Test Name,Parameter,Test Name,20260806T005352_0c298c,,
Simulation Summary #1,Test Name,Value,Bayesian Optimal Interval Design (BOIN) (Single Agent Cohort Enrollment Design),20260806T005352_0c298c,,
Simulation Summary #1,ε1,Parameter,ε1,20260806T005352_0c298c,,
Simulation Summary #1,ε1,Value,0.065,20260806T005352_0c298c,,
Simulation Summary #1,ε2,Parameter,ε2,20260806T005352_0c298c,,
Simulation Summary #1,ε2,Value,0.058,20260806T005352_0c298c,,
Simulation Summary #2,Curve Family,Parameter,Curve Family,20260806T005352_0c298c,,
Simulation Summary #2,Curve Family,Value,Emax,20260806T005352_0c298c,,
Simulation Summary #2,E0,Parameter,E0,20260806T005352_0c298c,,
Simulation Summary #2,E0,Value,0.061,20260806T005352_0c298c,,
Simulation Summary #2,ED50,Parameter,ED50,20260806T005352_0c298c,,
Simulation Summary #2,ED50,Value,52,20260806T005352_0c298c,,
Simulation Summary #2,Emax,Parameter,Emax,20260806T005352_0c298c,,
Simulation Summary #2,Emax,Value,0.82,20260806T005352_0c298c,,
Simulation Summary #2,Hill,Parameter,Hill,20260806T005352_0c298c,,
Simulation Summary #2,Hill,Value,1.1,20260806T005352_0c298c,,
Simulation Summary #2,Starting Dose (mg),Parameter,Starting Dose (mg),20260806T005352_0c298c,,
Simulation Summary #2,Starting Dose (mg),Value,9,20260806T005352_0c298c,,
Simulation Summary #3,Maximum Number of Patients at a Dose Level (k),Parameter,Maximum Number of Patients at a Dose Level (k),20260806T005352_0c298c,,
Simulation Summary #3,Maximum Number of Patients at a Dose Level (k),Value,13,20260806T005352_0c298c,,
Simulation Summary #4,Number of Simulations Run,Parameter,Number of Simulations Run,20260806T005352_0c298c,,
Simulation Summary #4,Number of Simulations Run,Value,100,20260806T005352_0c298c,,
Simulation Summary #4,Random Number Seed,Parameter,Random Number Seed,20260806T005352_0c298c,,
Simulation Summary #4,Random Number Seed,Value,Fixed,20260806T005352_0c298c,,
Simulation Summary #4,Starting Seed,Parameter,Starting Seed,20260806T005352_0c298c,,
Simulation Summary #4,Starting Seed,Value,100,20260806T005352_0c298c,,
Simulation Summary #4,Total Number of Simulations,Parameter,Total Number of Simulations,20260806T005352_0c298c,,
Simulation Summary #4,Total Number of Simulations,Value,100,20260806T005352_0c298c,,
Trial Early Stopping Summary,0,Probability of Early Stopping Trial Due to Reaching k (%),41,20260806T005352_0c298c,,
Trial Early Stopping Summary,0,Probability of Early Stopping Trial Due to Safety Rule (%),0,20260806T005352_0c298c,,
Trial Early Stopping Summary,0,Probability of Stopping Trial Due to Reaching n (%),59,20260806T005352_0c298c,,
Trial Summary,0.184,Mean,28.04,20260806T005352_0c298c,,
Trial Summary,0.184,Probability of Toxicity,0.184,20260806T005352_0c298c,,
Trial Summary,0.184,Standard Deviation,2.828,20260806T005352_0c298c,,
