TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Accrual and Study Duration,Expected H0,Accrual Duration (Week),37.054,20260813T121345_692e16,,
Accrual and Study Duration,Expected H0,Parameter,Expected H0,20260813T121345_692e16,,
Accrual and Study Duration,Expected H0,Study Duration (Week),41.498,20260813T121345_692e16,,
Accrual and Study Duration,Expected H1,Accrual Duration (Week),38.337,20260813T121345_692e16,,
Accrual and Study Duration,Expected H1,Parameter,Expected H1,20260813T121345_692e16,,
Accrual and Study Duration,Expected H1,Study Duration (Week),42.781,20260813T121345_692e16,,
Accrual and Study Duration,Maximum,Accrual Duration (Week),69.931,20260813T121345_692e16,,
Accrual and Study Duration,Maximum,Parameter,Maximum,20260813T121345_692e16,,
Accrual and Study Duration,Maximum,Study Duration (Week),74.375,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis #,1,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Spacing (%) Info,50,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Analysis Time (Week),39.454,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Completers (s),345,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Dropouts (d),44,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Efficacy,0.048,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Efficacy,0.108,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0.859,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Futility,0.741,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Pipeline (n-s-d),50,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",1,Sample Size (n),439,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis #,2,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Spacing (%) Info,78.986,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Analysis Time (Week),59.705,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Completers (s),545,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Dropouts (d),69,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Efficacy,0.031,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Efficacy,0.07,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.051,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Futility,0.063,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Pipeline (n-s-d),50,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",2,Sample Size (n),664,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis #,3,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis Spacing (%) Info,100,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Analysis Time (Week),74.375,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Completers (s),690,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Dropouts (d),87,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Efficacy,0.005,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Efficacy,0.01,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Futility,0.006,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Futility,0.009,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Pipeline (n-s-d),0,20260813T121345_692e16,,
"Completers, Sample Size, Dropouts, Pipeline and Analysis Times (Per Analysis)",3,Sample Size (n),777,20260813T121345_692e16,,
Design Summary #1,Hypothesis,Parameter,Hypothesis,20260813T121345_692e16,,
Design Summary #1,Hypothesis,Value,Noninferiority,20260813T121345_692e16,,
Design Summary #1,Number of Interims,Parameter,Number of Interims,20260813T121345_692e16,,
Design Summary #1,Number of Interims,Value,2,20260813T121345_692e16,,
Design Summary #1,Power,Parameter,Power,20260813T121345_692e16,,
Design Summary #1,Power,Value,0.187,20260813T121345_692e16,,
Design Summary #1,Probability of Success,Parameter,Probability of Success,20260813T121345_692e16,,
Design Summary #1,Probability of Success,Value,0.583,20260813T121345_692e16,,
Design Summary #1,Test Name,Parameter,Test Name,20260813T121345_692e16,,
Design Summary #1,Test Name,Value,Difference of Means (Parallel Design),20260813T121345_692e16,,
Design Summary #1,Test Type,Parameter,Test Type,20260813T121345_692e16,,
Design Summary #1,Test Type,Value,1-Sided,20260813T121345_692e16,,
Design Summary #1,Type 1 Error (α),Parameter,Type 1 Error (α),20260813T121345_692e16,,
Design Summary #1,Type 1 Error (α),Value,0.08321,20260813T121345_692e16,,
Design Summary #2,Allocation Ratio (nt/nc),Parameter,Allocation Ratio (nt/nc),20260813T121345_692e16,,
Design Summary #2,Allocation Ratio (nt/nc),Value,1.3652,20260813T121345_692e16,,
Design Summary #2,Follow-up Time (Week),Parameter,Follow-up Time (Week),20260813T121345_692e16,,
Design Summary #2,Follow-up Time (Week),Value,4.444,20260813T121345_692e16,,
Design Summary #2,Input Method,Parameter,Input Method,20260813T121345_692e16,,
Design Summary #2,Input Method,Value,Individual Means,20260813T121345_692e16,,
Design Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260813T121345_692e16,,
Design Summary #2,Mean Control (μc),Value,0.6166,20260813T121345_692e16,,
Design Summary #2,Mean Treatment (μt0),Parameter,Mean Treatment (μt0),20260813T121345_692e16,,
Design Summary #2,Mean Treatment (μt0),Value,1.0289,20260813T121345_692e16,,
Design Summary #2,Mean Treatment (μt1),Parameter,Mean Treatment (μt1),20260813T121345_692e16,,
Design Summary #2,Mean Treatment (μt1),Value,0.9499,20260813T121345_692e16,,
Design Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260813T121345_692e16,,
Design Summary #2,Probability of Dropout,Value,0.1111,20260813T121345_692e16,,
Design Summary #2,Standard Deviation (σ),Parameter,Standard Deviation (σ),20260813T121345_692e16,,
Design Summary #2,Standard Deviation (σ),Value,1.6856,20260813T121345_692e16,,
Design Summary #2,Test Statistic,Parameter,Test Statistic,20260813T121345_692e16,,
Design Summary #2,Test Statistic,Value,Z,20260813T121345_692e16,,
Design Summary #2,Under H0,Parameter,Under H0,20260813T121345_692e16,,
Design Summary #2,Under H0,Value,0.4123,20260813T121345_692e16,,
Design Summary #2,Under H1,Parameter,Under H1,20260813T121345_692e16,,
Design Summary #2,Under H1,Value,0.3333,20260813T121345_692e16,,
Design Summary #2,δ = μt - μc,Parameter,δ = μt - μc,20260813T121345_692e16,,
Design Summary #2,δ = μt - μc,Value,,20260813T121345_692e16,,
Design Summary #3,Enrollment Rate (per Week),Parameter,Enrollment Rate (per Week),20260813T121345_692e16,,
Design Summary #3,Enrollment Rate (per Week),Value,11.111,20260813T121345_692e16,,
Design Summary #4,Efficacy Boundary,Parameter,Efficacy Boundary,20260813T121345_692e16,,
Design Summary #4,Efficacy Boundary,Value,Wang-Tsiatis (0),20260813T121345_692e16,,
Design Summary #4,Futility Boundary,Parameter,Futility Boundary,20260813T121345_692e16,,
Design Summary #4,Futility Boundary,Value,Pampallona-Tsiatis (0.321) (Binding),20260813T121345_692e16,,
Design Summary #5,Distribution,Parameter,Distribution,20260813T121345_692e16,,
Design Summary #5,Distribution,Value,Normal,20260813T121345_692e16,,
Design Summary #5,Input Method,Parameter,Input Method,20260813T121345_692e16,,
Design Summary #5,Input Method,Value,Percentiles of δ/σ,20260813T121345_692e16,,
Design Summary #5,Percentile 1,Parameter,Percentile 1,20260813T121345_692e16,,
Design Summary #5,Percentile 1,Value,P [ δ/σ ≤ -0.88888 ] = 0.111,20260813T121345_692e16,,
Design Summary #5,Percentile 2,Parameter,Percentile 2,20260813T121345_692e16,,
Design Summary #5,Percentile 2,Value,P [ δ/σ ≥ 0.77777 ] = 0.121,20260813T121345_692e16,,
Design Summary #5,Percentiles of δ/σ,Parameter,Percentiles of δ/σ,20260813T121345_692e16,,
Design Summary #5,Percentiles of δ/σ,Value,,20260813T121345_692e16,,
Design Summary #5,Prior Distribution for,Parameter,Prior Distribution for,20260813T121345_692e16,,
Design Summary #5,Prior Distribution for,Value,δ,20260813T121345_692e16,,
Plan #1,Control Arm,Parameter,Control Arm,20260813T121345_692e16,,
Plan #1,Control Arm,Value,Control,20260813T121345_692e16,,
Plan #1,Phase,Parameter,Phase,20260813T121345_692e16,,
Plan #1,Phase,Value,3,20260813T121345_692e16,,
Plan #1,Study Objective,Parameter,Study Objective,20260813T121345_692e16,,
Plan #1,Study Objective,Value,Two Arm Confirmatory,20260813T121345_692e16,,
Plan #1,Target Population,Parameter,Target Population,20260813T121345_692e16,,
Plan #1,Target Population,Value,Adult,20260813T121345_692e16,,
Plan #1,Treatment Arm,Parameter,Treatment Arm,20260813T121345_692e16,,
Plan #1,Treatment Arm,Value,EXP,20260813T121345_692e16,,
Plan #2,Endpoint Name,Parameter,Endpoint Name,20260813T121345_692e16,,
Plan #2,Endpoint Name,Value,EPCont,20260813T121345_692e16,,
Plan #2,Endpoint Type,Parameter,Endpoint Type,20260813T121345_692e16,,
Plan #2,Endpoint Type,Value,Continuous,20260813T121345_692e16,,
Plan #2,Priority,Parameter,Priority,20260813T121345_692e16,,
Plan #2,Priority,Value,Primary,20260813T121345_692e16,,
Sample Size Information,Completers (s),Control Arm,,20260813T121345_692e16,,
Sample Size Information,Completers (s),Parameter,Completers (s),20260813T121345_692e16,,
Sample Size Information,Completers (s),Total,,20260813T121345_692e16,,
Sample Size Information,Completers (s),Treatment Arm,,20260813T121345_692e16,,
Sample Size Information,Dropouts (d),Control Arm,,20260813T121345_692e16,,
Sample Size Information,Dropouts (d),Parameter,Dropouts (d),20260813T121345_692e16,,
Sample Size Information,Dropouts (d),Total,,20260813T121345_692e16,,
Sample Size Information,Dropouts (d),Treatment Arm,,20260813T121345_692e16,,
Sample Size Information,Expected H0,Control Arm,194.455,20260813T121345_692e16,,
Sample Size Information,Expected H0,Control Arm,154.492,20260813T121345_692e16,,
Sample Size Information,Expected H0,Control Arm,20.018,20260813T121345_692e16,,
Sample Size Information,Expected H0,Parameter,Expected H0,20260813T121345_692e16,,
Sample Size Information,Expected H0,Parameter,Expected H0,20260813T121345_692e16,,
Sample Size Information,Expected H0,Parameter,Expected H0,20260813T121345_692e16,,
