TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
Design Summary,AR_TV (%),Test,AR_TV (%),20260902T133537_797bf9,,
Design Summary,AR_TV (%),value,20,20260902T133537_797bf9,,
Design Summary,DC_LRV (%),Test,DC_LRV (%),20260902T133537_797bf9,,
Design Summary,DC_LRV (%),value,85,20260902T133537_797bf9,,
Design Summary,Lower Ref. Value (LRV),Test,Lower Ref. Value (LRV),20260902T133537_797bf9,,
Design Summary,Lower Ref. Value (LRV),value,7.9632,20260902T133537_797bf9,,
Design Summary,Method,Test,Method,20260902T133537_797bf9,,
Design Summary,Method,value,Frequentist,20260902T133537_797bf9,,
Design Summary,Number of Analyses,Test,Number of Analyses,20260902T133537_797bf9,,
Design Summary,Number of Analyses,value,3,20260902T133537_797bf9,,
Design Summary,Sample Size (n),Test,Sample Size (n),20260902T133537_797bf9,,
Design Summary,Sample Size (n),value,108,20260902T133537_797bf9,,
Design Summary,Standard Deviation,Test,Standard Deviation,20260902T133537_797bf9,,
Design Summary,Standard Deviation,value,30,20260902T133537_797bf9,,
Design Summary,Target Value (TV),Test,Target Value (TV),20260902T133537_797bf9,,
Design Summary,Target Value (TV),value,8.753,20260902T133537_797bf9,,
Design Summary,Test Name,Test,Test Name,20260902T133537_797bf9,,
Design Summary,Test Name,value,Single Mean,20260902T133537_797bf9,,
Design Summary,User Interest Value (UIV),Test,User Interest Value (UIV),20260902T133537_797bf9,,
Design Summary,User Interest Value (UIV),value,0.44562,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Amber (%),56.499,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Green (%),15,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Green or Amber (%),71.499,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Parameter,LRV (µ),20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Red (%),28.501,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,LRV (µ),Value,7.963,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Amber (%),57.722,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Green (%),22.278,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Green or Amber (%),80,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Parameter,TV (µ),20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Red (%),20,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,TV (µ),Value,8.753,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Amber (%),2.073,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Green (%),0.014,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Green or Amber (%),2.087,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Parameter,UIV (µ),20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Red (%),97.913,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #1,UIV (µ),Value,0.446,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #2,LRV (µ),Green Interim and Green Final (%),11.483,20260902T133537_797bf9,,
Interim Analysis Risk Evaluation #2,LRV (µ),Green Interim and Red Final (%),0.107,20260902T133537_797bf9,,
