TableName,RowLabel,ColumnName,Value,RunID,ProjectID
Enrollment #1,1,Enrollment Rate (per Day),14.5,20260724T094823_a2f55d,
Enrollment #1,1,Period,1,20260724T094823_a2f55d,
Enrollment #1,1,Starting At Time (Day),0,20260724T094823_a2f55d,
Enrollment #2,Average Completers,Parameter,Average Completers,20260724T094823_a2f55d,
Enrollment #2,Average Completers,Value,165.38,20260724T094823_a2f55d,
Enrollment #2,Average Pipeline,Parameter,Average Pipeline,20260724T094823_a2f55d,
Enrollment #2,Average Pipeline,Value,1.71,20260724T094823_a2f55d,
Enrollment #2,Distribution,Parameter,Distribution,20260724T094823_a2f55d,
Enrollment #2,Distribution,Value,Uniform,20260724T094823_a2f55d,
Enrollment #2,Total Accrual Duration (Day),Parameter,Total Accrual Duration (Day),20260724T094823_a2f55d,
Enrollment #2,Total Accrual Duration (Day),Value,12.966,20260724T094823_a2f55d,
Overall Simulation Results,%,Lower H0,100,20260724T094823_a2f55d,
Overall Simulation Results,%,params,%,20260724T094823_a2f55d,
Overall Simulation Results,%,Upper H0,NA,20260724T094823_a2f55d,
Overall Simulation Results,No. of Rejections,Lower H0,100,20260724T094823_a2f55d,
Overall Simulation Results,No. of Rejections,params,No. of Rejections,20260724T094823_a2f55d,
Overall Simulation Results,No. of Rejections,Upper H0,NA,20260724T094823_a2f55d,
Plan #1,Control Arm,Parameter,Control Arm,20260724T094823_a2f55d,
Plan #1,Control Arm,Value,Crt Arm,20260724T094823_a2f55d,
Plan #1,Phase,Parameter,Phase,20260724T094823_a2f55d,
Plan #1,Phase,Value,3,20260724T094823_a2f55d,
Plan #1,Study Objective,Parameter,Study Objective,20260724T094823_a2f55d,
Plan #1,Study Objective,Value,Two Arm Confirmatory,20260724T094823_a2f55d,
Plan #1,Target Population,Parameter,Target Population,20260724T094823_a2f55d,
Plan #1,Target Population,Value,Adult,20260724T094823_a2f55d,
Plan #1,Treatment Arm,Parameter,Treatment Arm,20260724T094823_a2f55d,
Plan #1,Treatment Arm,Value,EXP,20260724T094823_a2f55d,
Plan #2,Endpoint Name,Parameter,Endpoint Name,20260724T094823_a2f55d,
Plan #2,Endpoint Name,Value,EP1,20260724T094823_a2f55d,
Plan #2,Endpoint Type,Parameter,Endpoint Type,20260724T094823_a2f55d,
Plan #2,Endpoint Type,Value,Continuous,20260724T094823_a2f55d,
Plan #2,Priority,Parameter,Priority,20260724T094823_a2f55d,
Plan #2,Priority,Value,Primary,20260724T094823_a2f55d,
Simulation Boundaries,Critical Point,Parameter,Critical Point,20260724T094823_a2f55d,
Simulation Boundaries,Critical Point,Value,-2.658,20260724T094823_a2f55d,
Simulation Summary #1,Allocation Ratio (nt/nc),Parameter,Allocation Ratio (nt/nc),20260724T094823_a2f55d,
Simulation Summary #1,Allocation Ratio (nt/nc),Value,1.25,20260724T094823_a2f55d,
Simulation Summary #1,Hypothesis,Parameter,Hypothesis,20260724T094823_a2f55d,
Simulation Summary #1,Hypothesis,Value,Noninferiority,20260724T094823_a2f55d,
Simulation Summary #1,Noninferiority Margin,Parameter,Noninferiority Margin,20260724T094823_a2f55d,
Simulation Summary #1,Noninferiority Margin,Value,1.255,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Parameter,Randomization Method,20260724T094823_a2f55d,
Simulation Summary #1,Randomization Method,Value,Complete Randomization Design,20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Parameter,Sample Size (n),20260724T094823_a2f55d,
Simulation Summary #1,Sample Size (n),Value,188,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Parameter,Test Name,20260724T094823_a2f55d,
Simulation Summary #1,Test Name,Value,Ratio of Means (Parallel Design),20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Parameter,Test Statistic,20260724T094823_a2f55d,
Simulation Summary #1,Test Statistic,Value,t,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Parameter,Test Type,20260724T094823_a2f55d,
Simulation Summary #1,Test Type,Value,1-Sided,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Parameter,Coefficient of Variation of Data Control,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Control,Value,0.611,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Parameter,Coefficient of Variation of Data Treatment,20260724T094823_a2f55d,
Simulation Summary #2,Coefficient of Variation of Data Treatment,Value,0.588,20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Day),Parameter,Follow-up Time (Day),20260724T094823_a2f55d,
Simulation Summary #2,Follow-up Time (Day),Value,1.88,20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Parameter,Mean Control (μc),20260724T094823_a2f55d,
Simulation Summary #2,Mean Control (μc),Value,1.25,20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Parameter,Mean Treatment (μt),20260724T094823_a2f55d,
Simulation Summary #2,Mean Treatment (μt),Value,0.888,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Parameter,Probability of Dropout,20260724T094823_a2f55d,
Simulation Summary #2,Probability of Dropout,Value,0.111,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Parameter,Average Dropouts,20260724T094823_a2f55d,
Simulation Summary #3,Average Dropouts,Value,20.91,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Parameter,Average Sample Size,20260724T094823_a2f55d,
Simulation Summary #3,Average Sample Size,Value,188,20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Day),Parameter,Average Study Duration (Day),20260724T094823_a2f55d,
Simulation Summary #3,Average Study Duration (Day),Value,14.651,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Parameter,Number of Simulations Run,20260724T094823_a2f55d,
Simulation Summary #3,Number of Simulations Run,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Parameter,Random Number Seed,20260724T094823_a2f55d,
Simulation Summary #3,Random Number Seed,Value,Fixed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Parameter,Starting Seed,20260724T094823_a2f55d,
Simulation Summary #3,Starting Seed,Value,100,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Parameter,Total Number of Simulations,20260724T094823_a2f55d,
Simulation Summary #3,Total Number of Simulations,Value,100,20260724T094823_a2f55d,
