TableName,RowLabel,ColumnName,Value,RunID,Timestamp,ProjectID
"Average Sample Size, Dropouts and Analysis Times",%,Analysis #,%,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Average Analysis Time (Week),—,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Average Completers (s),—,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Average Dropouts (d),—,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Average Pipeline (n-s-d),—,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Average Sample Size (n),—,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Futility (%),81,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Lower Efficacy (%),0,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",%,Upper Efficacy (%),13,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Analysis #,1,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Average Analysis Time (Week),38.203,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Average Completers (s),529,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Average Dropouts (d),44,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Average Pipeline (n-s-d),61.57,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Average Sample Size (n),634.57,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Futility (%),0,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Lower Efficacy (%),0,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",1,Upper Efficacy (%),0,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Analysis #,2,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Average Analysis Time (Week),72.051,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Average Completers (s),1058,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Average Dropouts (d),88.32,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Average Pipeline (n-s-d),60.09,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Average Sample Size (n),1206.41,20260813T162120_3e171d,,
"Average Sample Size, Dropouts and Analysis Times",2,Futility (%),0,20260813T162120_3e171d,,
